business_name,search_category,primary_category,all_categories,pincode,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Gomati Dairy,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,N/A,N/A,4.6,,"22fata Road, Shelke Vasti, Pargaon, Maharashtra 412203",444304,18.5364346,74.3757801,ChIJrzyNMCAjwzsRjijFMAFIqsc,https://www.google.com/maps/place/?q=place_id:ChIJrzyNMCAjwzsRjijFMAFIqsc,part_075,2026-09-19 05:53:01,13
Shivansh deiry fram,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,N/A,N/A,5.0,,"J387+J4V, Korhala, Maharashtra 443104",444304,20.6166163,76.06280439999999,ChIJTaml74qL2TsRJaNYBeNXoRw,https://www.google.com/maps/place/?q=place_id:ChIJTaml74qL2TsRJaNYBeNXoRw,part_075,2026-09-19 05:53:01,14
Kanadje Dairy farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,N/A,N/A,4.0,,"9X36+P8, Satgaon Mhasla, Maharashtra 443106",444304,20.3542898,75.9608366,ChIJT6dqy6gl2jsR0NL30iGPWUU,https://www.google.com/maps/place/?q=place_id:ChIJT6dqy6gl2jsR0NL30iGPWUU,part_075,2026-09-19 05:53:01,15
Indraprastha milk and milk products,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,+91 2117 262 627,N/A,5.0,,"FG82+99F, Navingar, Betwadi, Maharashtra 413801",444304,18.4659347,74.5009068,ChIJH31ttMUVwzsRsN03Vi4IL6A,https://www.google.com/maps/place/?q=place_id:ChIJH31ttMUVwzsRsN03Vi4IL6A,part_075,2026-09-19 05:53:02,16
A.B.C Farms Pvt Ltd (KONDHWA CAFE),Dairy and Milk Parlour,Dairy store,"Dairy store, Manufacturer",444304,+91 70620 52052,http://airmenus.in/abcfarms,4.2,,"Shop 6, Brij Bhavan Apartment, Salunke Vihar Rd, Kondhwa, Pune, Maharashtra 411048",Kondhwa,18.4813172,73.9004928,ChIJRciwB3rqwjsRViA0kN1qux4,https://www.google.com/maps/place/?q=place_id:ChIJRciwB3rqwjsRViA0kN1qux4,part_075,2026-09-19 05:53:02,17
Gokul Agencies,Dairy and Milk Parlour,Ice cream shop,"Ice cream shop, Bakery and Cake Shop, Beverage Store, Cake decorating equipment shop, Cake shop, Cupcake shop, Frozen food store, Ice cream equipment supplier, Pancake restaurant, Wedding bakery",444304,N/A,N/A,4.0,,"Main Road, opp. Sankat Mochan Hanuman Mandir, Chikhli, Maharashtra 443201",Khadakpura,20.3471765,76.25481119999999,ChIJd5pUuQ4Q2jsRsx5kCesrvYE,https://www.google.com/maps/place/?q=place_id:ChIJd5pUuQ4Q2jsRsx5kCesrvYE,part_075,2026-09-19 05:53:02,18
Indrayani Dairy Farms,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,+91 98227 35007,N/A,4.5,,"FCQM+R7, Kadethanwadi, Maharashtra 412215",444304,18.4895945,74.4331988,ChIJ-YzUVAAXwzsRTfkYTIfOJ9o,https://www.google.com/maps/place/?q=place_id:ChIJ-YzUVAAXwzsRTfkYTIfOJ9o,part_075,2026-09-19 05:53:02,19
Royal Dairy Farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,444304,+91 86683 62895,N/A,4.9,,"Shop No 15, H&M Royal, opposite Gate No.1, Kondhwa, Pune, Maharashtra 411048",Kondhwa,18.4615553,73.89120919999999,ChIJs4R2kjHrwjsRzv8F2yqtpc0,https://www.google.com/maps/place/?q=place_id:ChIJs4R2kjHrwjsRzv8F2yqtpc0,part_075,2026-09-19 05:53:02,20
Shivam Dairy,Dairy and Milk Parlour,Dairy store,"Dairy store, Dairy Products Supplier",444304,+91 97654 92000,N/A,4.5,,"Shop No-6, Nikita Residency, Mahesh Society, Bibwewadi, Pune, Maharashtra 411037","Mahesh Society, Bibwewadi",18.4692789,73.86514249999999,ChIJq6qq1pfqwjsRoiw1TVCklVA,https://www.google.com/maps/place/?q=place_id:ChIJq6qq1pfqwjsRoiw1TVCklVA,part_075,2026-09-19 05:53:02,21
Renuka Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,444304,+91 94221 93898,N/A,4.3,,"Patni chouk, Raviwar Bazar, Washim, Maharashtra 444505",Raviwar Bazar,20.1114225,77.1305276,ChIJxcqSIabj0DsR07rXvsUNZQQ,https://www.google.com/maps/place/?q=place_id:ChIJxcqSIabj0DsR07rXvsUNZQQ,part_075,2026-09-19 05:53:02,22
Priyanka Super Market,Supermarket,Indian grocery store,Indian grocery store,444304,N/A,N/A,4.2,135.0,"치칼리 로드, MH SH 176, near sbi, Shivchatrapati nagar, Sundar khed, Maharashtra 443001",Shivchatrapati nagar,20.518286699999997,76.1928688,ChIJRa921Kwd2jsRjhoMZaxORBA,https://www.google.com/maps/place/?q=place_id:ChIJRa921Kwd2jsRjhoMZaxORBA,part_075,2026-09-19 05:53:00,23
SRB DAILY NEEDS SHOP,Supermarket,Grocery store,Grocery store,444304,N/A,N/A,4.5,2.0,"RH7M+9HW, Jalamb, Maharashtra 444303",444304,20.8134956,76.5839558,ChIJrRvelOtb1zsRmWBi8pO5fzg,https://www.google.com/maps/place/?q=place_id:ChIJrRvelOtb1zsRmWBi8pO5fzg,part_075,2026-09-19 05:53:00,24
Vyankatesh Super Market,Supermarket,Indian grocery store,"Indian grocery store, Grocery store",444304,N/A,N/A,4.0,432.0,"Plot no.6, Dongaon Road, Teachers Colony, Mehkar, Maharashtra 443301",Teachers Colony,20.1554036,76.5828798,ChIJyWEdWkmZ0DsR42HdWeVfgAo,https://www.google.com/maps/place/?q=place_id:ChIJyWEdWkmZ0DsR42HdWeVfgAo,part_075,2026-09-19 05:53:00,25
ATUL KIRANA AND COLD DRINK,Supermarket,Grocery store,Grocery store,444304,+91 88053 41806,N/A,5.0,2.0,"Jalamb, Maharashtra 444303",444304,20.8134573,76.5737548,ChIJhSMgCQBb1zsRWwOA-M-qQMs,https://www.google.com/maps/place/?q=place_id:ChIJhSMgCQBb1zsRWwOA-M-qQMs,part_075,2026-09-19 05:53:00,26
Jain Super market,Supermarket,Supermarket,Supermarket,444304,N/A,N/A,4.9,49.0,"Jain so food, Dusarbid, Maharashtra 443308",444304,20.0076791,76.3052692,ChIJBZHJY7Nx2jsR-EnSOhYWy5E,https://www.google.com/maps/place/?q=place_id:ChIJBZHJY7Nx2jsR-EnSOhYWy5E,part_075,2026-09-19 05:53:00,27
P MART SUPER SHOP,Supermarket,Grocery store,Grocery store,444304,+91 87889 01101,N/A,4.2,10.0,"MH SH 176 SHIVSHANKAR NAGAR CHIKHALI ROAD SUNDARKHED, Sundar khed, Maharashtra 443001",Ashtavinayak Nagar,20.5185297,76.1926479,ChIJZ5MelT8d2jsR4cDv8BZEEDM,https://www.google.com/maps/place/?q=place_id:ChIJZ5MelT8d2jsR4cDv8BZEEDM,part_075,2026-09-19 05:53:00,28
R N mart kirana and super shop,Supermarket,Supermarket,Supermarket,444304,+91 99218 09004,N/A,4.1,185.0,"5, MH SH 198, Rokadiya Nagar, Shegaon, Maharashtra 444203",Rokadiya Nagar,20.7934061,76.6931656,ChIJQShf0PRF1zsRYvdmR0-G7Qo,https://www.google.com/maps/place/?q=place_id:ChIJQShf0PRF1zsRYvdmR0-G7Qo,part_075,2026-09-19 05:53:00,29
Jaiswal Kirana Shop,Supermarket,Indian grocery store,Indian grocery store,444304,+91 99214 74146,N/A,4.7,73.0,"Om Nagar, Pledge Jin, Ward No.2, Shegaon, Maharashtra 444203",Dhanokar Nagar,20.7985978,76.6957494,ChIJ39hFca9F1zsRkOyJfVQjiiI,https://www.google.com/maps/place/?q=place_id:ChIJ39hFca9F1zsRkOyJfVQjiiI,part_075,2026-09-19 05:53:00,30
Samrudhi Super Bazaar,Supermarket,Grocery store,Grocery store,444304,N/A,N/A,3.6,38.0,"Akola Rd, Teachers Colony, Mehkar, Maharashtra 443301",Teachers Colony,20.1569245,76.58512449999999,ChIJ_____-CY0DsRPrK1-JGmNwg,https://www.google.com/maps/place/?q=place_id:ChIJ_____-CY0DsRPrK1-JGmNwg,part_075,2026-09-19 05:53:00,31
Sukhakarta Super Shop,Supermarket,Grocery store,Grocery store,444304,N/A,N/A,,,"Suvarna Nagaar, Buldhana, Maharashtra 443001",Suvarna Nagaar,20.534098,76.17604,ChIJFVZNJQAf2jsRqOE3fyfCN_8,https://www.google.com/maps/place/?q=place_id:ChIJFVZNJQAf2jsRqOE3fyfCN_8,part_075,2026-09-19 05:53:00,32
Parse's Sairam Kirana,Supermarket,Grocery store,Grocery store,444304,+91 74996 17152,N/A,4.7,46.0,"Ramnagar, Sagwan, Maharashtra 443001",Ramnagar,20.5235219,76.1740145,ChIJvS6higUe2jsRW67D3Dm-XQE,https://www.google.com/maps/place/?q=place_id:ChIJvS6higUe2jsRW67D3Dm-XQE,part_075,2026-09-19 05:53:00,33
Shivank Kirana And General Store,Supermarket,Grocery store,Grocery store,444304,+91 74989 83159,N/A,5.0,1.0,"Shop No 01, near Railway Station, Jalamb, Maharashtra 444303",444304,20.813063,76.57410759999999,ChIJ24LE6mpb1zsRrGkcF6nIuew,https://www.google.com/maps/place/?q=place_id:ChIJ24LE6mpb1zsRrGkcF6nIuew,part_075,2026-09-19 05:53:00,34
Bharat Kirana,Supermarket,Supermarket,"Supermarket, Grocery store",444304,+91 98227 25402,N/A,4.4,42.0,"Main road, Pimpalgaon Raja, Maharashtra 444306",444304,20.7246606,76.43767509999999,ChIJRTQFSEH92TsRgWgM2B0F0k8,https://www.google.com/maps/place/?q=place_id:ChIJRTQFSEH92TsRgWgM2B0F0k8,part_075,2026-09-19 05:53:00,35
Kanhaiya Daily Needs,Supermarket,Indian grocery store,Indian grocery store,444304,N/A,N/A,4.9,78.0,"Hanuman chowk, Buldhana Rd, Vishnuwadi, Malkapur, Maharashtra 443101",Vishnuwadi,20.8879619,76.2027626,ChIJXYU1TsDp2TsR3Fj6rKDQbtc,https://www.google.com/maps/place/?q=place_id:ChIJXYU1TsDp2TsR3Fj6rKDQbtc,part_075,2026-09-19 05:53:00,36
G S Super Bazaar,Supermarket,Supermarket,"Supermarket, Children's clothing store, Clothing store, General store, Men's clothing store, Women's clothing store",444304,+91 90690 62211,N/A,4.2,203.0,"Telephone Colony Rd, near SBI ADB BANK, Hanuman Nagar, Chalis Bigha, Malkapur, Maharashtra 443101","Hanuman Nagar, Chalis Bigha",20.8828079,76.2044095,ChIJ3f8drFHp2TsRDFjdmcv3Vmo,https://www.google.com/maps/place/?q=place_id:ChIJ3f8drFHp2TsRDFjdmcv3Vmo,part_075,2026-09-19 05:53:00,37
Rathi Kirana & General Stores,Supermarket,Grocery store,Grocery store,444304,+91 83799 55660,N/A,4.4,39.0,"temple road, 444303, हंसराज नगर, Hansraj Nagar, Khamgaon Rural, Maharashtra 444303",Hansraj Nagar,20.7105203,76.59116379999999,ChIJ4aegWP5Q1zsRMJycEvlIGGs,https://www.google.com/maps/place/?q=place_id:ChIJ4aegWP5Q1zsRMJycEvlIGGs,part_075,2026-09-19 05:53:00,38
Chopda packing Goods,Supermarket,Supermarket,Supermarket,444304,+91 77580 62051,N/A,4.0,4.0,"CHOPDA PACKING GOODS, opp. pardes classes, Chaitanyawadi, Buldhana, Maharashtra 443001",Chaitanyawadi,20.5275006,76.1791914,ChIJTQ0T-vYd2jsRlXsGrhbsvxM,https://www.google.com/maps/place/?q=place_id:ChIJTQ0T-vYd2jsRlXsGrhbsvxM,part_075,2026-09-19 05:53:00,39
Narayandas Purushottamdas Sureka Kirana Shop,Supermarket,Indian grocery store,Indian grocery store,444304,+91 72632 53381,N/A,4.2,21.0,"Sati Fail, Khamgaon, Maharashtra 444303",Sati Fail,20.703422399999997,76.5692558,ChIJ4YbzViBR1zsRYQHjsPtxGNY,https://www.google.com/maps/place/?q=place_id:ChIJ4YbzViBR1zsRYQHjsPtxGNY,part_075,2026-09-19 05:53:00,40
Daga Mart (super bazar),Supermarket,Supermarket,Supermarket,444304,+91 88889 39246,N/A,4.2,80.0,"near Chandak vidyalaya, Old- Town, Malkapur, Maharashtra 443101",Old- Town,20.884847699999998,76.20039009999999,ChIJg0Bk7Jfp2TsRs92_fYOgz_0,https://www.google.com/maps/place/?q=place_id:ChIJg0Bk7Jfp2TsRs92_fYOgz_0,part_075,2026-09-19 05:53:00,41
TAPARE KIRANA STORES,Supermarket,Supermarket,"Supermarket, General store, Wholesale market",444304,+91 94216 88814,N/A,4.2,12.0,"Shop No 2, near Bus Stand, Kingaon Raja, Maharashtra 443203",444304,19.9879957,76.24288659999999,ChIJU0THcu5v2jsRo9pS_7rKZy0,https://www.google.com/maps/place/?q=place_id:ChIJU0THcu5v2jsRo9pS_7rKZy0,part_075,2026-09-19 05:53:00,42
Chhajed super mart,Supermarket,Grocery store,Grocery store,444304,N/A,N/A,5.0,2.0,"2, Jambhrun Rd, Suvarna Nagaar, Buldhana, Maharashtra 443001",Suvarna Nagaar,20.5341189,76.1717693,ChIJPw_TBQD12TsRBrDPp0vuYT8,https://www.google.com/maps/place/?q=place_id:ChIJPw_TBQD12TsRBrDPp0vuYT8,part_075,2026-09-19 05:53:01,43
Pawar supar market wardadi,Supermarket,Supermarket,Supermarket,444304,+91 78218 48797,N/A,4.6,8.0,"near old post office, Wardadi Bk., Maharashtra 443308",444304,19.887855599999998,76.2645268,ChIJZxjbwdpj2jsRKJ8xR1ETZqk,https://www.google.com/maps/place/?q=place_id:ChIJZxjbwdpj2jsRKJ8xR1ETZqk,part_075,2026-09-19 05:53:01,44
Jai Bhole Super Bazar,Supermarket,Grocery store,"Grocery store, Beverage Store, Grocery delivery service",444304,+91 82085 65263,N/A,4.1,628.0,"Sahakar Nagar, Akola, Maharashtra 444004",Sahakar Nagar,20.6862571,77.0236333,ChIJK1IV5uQt1zsRBx00hfUrGkg,https://www.google.com/maps/place/?q=place_id:ChIJK1IV5uQt1zsRBx00hfUrGkg,part_075,2026-09-19 05:53:01,45
Shubham Kirana,Supermarket,Grocery store,Grocery store,444304,N/A,N/A,5.0,3.0,"Rohinkhed, Maharashtra 443103",444304,20.6303831,76.1297039,ChIJZT5H0Hjz2TsRPrwQXTuwa9M,https://www.google.com/maps/place/?q=place_id:ChIJZT5H0Hjz2TsRPrwQXTuwa9M,part_075,2026-09-19 05:53:01,46
Biyani Foods,Supermarket,Indian grocery store,Indian grocery store,444304,+91 84848 39715,N/A,4.0,39.0,"Geeta Nagar, bypass, Akola, Maharashtra 444002","Geeta Nagar, bypass",20.6957332,76.9945463,ChIJG2Dz7DQx1zsRrAo6kRJ1Lv4,https://www.google.com/maps/place/?q=place_id:ChIJG2Dz7DQx1zsRrAo6kRJ1Lv4,part_075,2026-09-19 05:53:01,47
JAY DISTRIBUTORS,Supermarket,Supermarket,Supermarket,444304,+91 94237 39904,N/A,4.4,,"87W4+RRV, Gandhi Nagar, Chikhli, Maharashtra 443201",Gandhi Nagar,20.3471084,76.2570619,ChIJFRVGIg8Q2jsRD3V0e0OB2Ao,https://www.google.com/maps/place/?q=place_id:ChIJFRVGIg8Q2jsRD3V0e0OB2Ao,part_075,2026-09-19 05:53:02,48
Reliance SMART Superstore,Supermarket,Hypermarket,"Hypermarket, Appliance store, Beverage Store, Convenience store, Dairy store, Gourmet grocery store, Health food store, Home goods store, Indian grocery store, Produce market",444304,+91 1800 891 0001,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-deshlahra-layout-buldhana-279842/Home,4.1,,"ARD Mall, Plot No 18 to 25, Malkapur Bypass Rd, Deshlahra Layout, Ganesh Nagar, Buldhana, Maharashtra 443001","Deshlahra Layout, Ganesh Nagar",20.547003999999998,76.17627019999999,ChIJl-J99Tn12TsR87m2-bLKi0E,https://www.google.com/maps/place/?q=place_id:ChIJl-J99Tn12TsR87m2-bLKi0E,part_075,2026-09-19 05:53:03,49
Khandelwal Provision,Supermarket,Grocery delivery service,Grocery delivery service,444304,N/A,N/A,5.0,,"Gandhi Chowk, Nandura, Maharashtra 443404",Gandhi Chowk,20.8324697,76.4597671,ChIJMxvAJzBZ1zsRtwS4CCq-6rg,https://www.google.com/maps/place/?q=place_id:ChIJMxvAJzBZ1zsRtwS4CCq-6rg,part_075,2026-09-19 05:53:03,50
Gite Farm House,Fruit and Vegetable Wholesaler,Vegetable wholesale market,Vegetable wholesale market,444304,+91 95456 14868,N/A,4.8,,"RP22+VGQ, Dhanokar Nagar, Shegaon, Maharashtra 444203",Dhanokar Nagar,20.8022206,76.7013697,ChIJDf5peFFF1zsRTAvBy5CXAtU,https://www.google.com/maps/place/?q=place_id:ChIJDf5peFFF1zsRTAvBy5CXAtU,part_075,2026-09-19 05:53:00,51
Jay Gajanan Vegetable Company,Fruit and Vegetable Wholesaler,Vegetable wholesale market,Vegetable wholesale market,444304,+91 99222 83098,N/A,5.0,,"Weekly Market, near Main Road, Athodi, Lakkad Ganj, Wazar, Khamgaon, Maharashtra 444303","Athodi, Lakkad Ganj",20.7040379,76.568332,ChIJ0XQc4sFR1zsRONTepUWVVwM,https://www.google.com/maps/place/?q=place_id:ChIJ0XQc4sFR1zsRONTepUWVVwM,part_075,2026-09-19 05:53:00,52
Narayan Traders - Exotic Fruits & Vegetables,Fruit and Vegetable Wholesaler,Fruit and vegetable wholesaler,"Fruit and vegetable wholesaler, Fruit and vegetable store, Fruits Wholesaler, Produce wholesaler, Vegetable wholesale market, Fruits & Vegetable Wholesaler",444304,+91 93709 22951,https://cutt.ly/FbSIT0U,4.8,,"house no 576, Shridhar apartment, Tekdi Rd, beside paidanwala, Baba Farid Nagar, Sitabuldi, Nagpur, Maharashtra 440012","Baba Farid Nagar, Sitabuldi",21.145927,79.0865129,ChIJvVlPmMDA1DsRDE3uyTN93kg,https://www.google.com/maps/place/?q=place_id:ChIJvVlPmMDA1DsRDE3uyTN93kg,part_075,2026-09-19 05:53:00,53
Kalamba Wholesale Vegetable Market,Fruit and Vegetable Wholesaler,Vegetable wholesale market,Vegetable wholesale market,444304,N/A,N/A,4.5,,"22-C, Tirmurti Colony, Kalamba, Kalambe Turf Thane, Maharashtra 416007","Tirmurti Colony, Kalamba",16.666288299999998,74.2136154,ChIJITDg_69VwDsRemDEtB5vvyc,https://www.google.com/maps/place/?q=place_id:ChIJITDg_69VwDsRemDEtB5vvyc,part_075,2026-09-19 05:53:00,54
Namdhari Fresh Fruit,Fruit and Vegetable Wholesaler,Fruit and vegetable wholesaler,"Fruit and vegetable wholesaler, Fruits & Vegetable Wholesaler, Fruit wholesaler, Fruits Wholesaler, Importer, Organic farm, Wholesaler",444304,N/A,https://namdharifreshfruit.com/,5.0,,"Namdhari Fresh Fruit, Sector 24, Turbhe, Navi Mumbai, Maharashtra 400703","Sector 24, Turbhe",19.06889,73.00933909999999,ChIJIbecLZDB5zsRRMRzYmpoeTc,https://www.google.com/maps/place/?q=place_id:ChIJIbecLZDB5zsRRMRzYmpoeTc,part_075,2026-09-19 05:53:00,55
Bhajimandi Xpress,Fruit and Vegetable Wholesaler,Fruits & Vegetable Wholesaler,Fruits & Vegetable Wholesaler,444304,+91 95292 67676,http://www.bhajimandi.com/,5.0,,"Bizz Tower, D-68, Ashok Nagar, MIDC, Chilkalthana, Chhatrapati Sambhajinagar, Maharashtra 431006","Ashok Nagar, MIDC, Chilkalthana",19.877277,75.38739919999999,ChIJbbTdvSOj2zsRM3OwGzeWzNM,https://www.google.com/maps/place/?q=place_id:ChIJbbTdvSOj2zsRM3OwGzeWzNM,part_075,2026-09-19 05:53:00,56
Dobe Nursery,Fruit and Vegetable Wholesaler,Fruits & Vegetable Wholesaler,Fruits & Vegetable Wholesaler,444304,+91 72628 79611,N/A,5.0,,"Wayali vas, choubhara road, Khel Phoot, Maharashtra 443402",444304,21.06222,76.5275564,ChIJI9Bb3stj1zsRXVK9Ms9L2UE,https://www.google.com/maps/place/?q=place_id:ChIJI9Bb3stj1zsRXVK9Ms9L2UE,part_075,2026-09-19 05:53:00,57
AAROHI VEGGIE BUCKETS | FRESH VEGETABLES AND FRUITS | EXOTIC AND SPROUTS WHOLESALER AND RETAILER,Fruit and Vegetable Wholesaler,Fruit and vegetable wholesaler,"Fruit and vegetable wholesaler, Produce market, Fruit parlor, Fruits Wholesaler, Vegetable wholesale market",444304,+91 93735 58855,N/A,4.7,,"Spurti Chouk, Government Colony, near Vita Merchant Co-Operative Bank, Sangli, Vishrambag, Sangli Miraj Kupwad, Maharashtra 416415","Sangli, Vishrambag",16.8401274,74.5976541,ChIJ9X7MI4YjwTsR2uGsPjDFDPY,https://www.google.com/maps/place/?q=place_id:ChIJ9X7MI4YjwTsR2uGsPjDFDPY,part_075,2026-09-19 05:53:01,58
Vegetable Market Yard,Fruit and Vegetable Wholesaler,Store,Store,444304,+91 84212 62471,N/A,4.0,,"Vegetable market, Sarasnagar, Ahilyanagar, Maharashtra 414001","Sarasnagar, Bhavani Nagar",19.0842358,74.7416622,ChIJyWWdm1uw3DsRI3FVnqo12ew,https://www.google.com/maps/place/?q=place_id:ChIJyWWdm1uw3DsRI3FVnqo12ew,part_075,2026-09-19 05:53:01,59
SHAHU'S VEGETABLES & FRUITS MART,Fruit and Vegetable Wholesaler,Vegetable wholesale market,"Vegetable wholesale market, Service establishment",444304,N/A,N/A,4.8,,"SHAHU'S VEGETABLES & FRUITS MART, 444304, India",444304,21.1420145,79.0836666,ChIJLVBfrW_B1DsRouhh_l0eoaY,https://www.google.com/maps/place/?q=place_id:ChIJLVBfrW_B1DsRouhh_l0eoaY,part_075,2026-09-19 05:53:01,60
Choukade Savji And Company,Fruit and Vegetable Wholesaler,Vegetable wholesale market,Vegetable wholesale market,444304,N/A,N/A,4.5,,"बलभीम अखाड़ा, राजेश मानकर डिजिटल ज्ञान क्लासेज कॉटन मार्केट '2' रॉड यवतमाल महाराष्ट्र { पिन 445001, वंजारी फेल, Yavatmal, Maharashtra 445001",वंजारी फेल,20.4074638,78.1295645,ChIJoQG6Fknv0zsRM0CY7mFp15o,https://www.google.com/maps/place/?q=place_id:ChIJoQG6Fknv0zsRM0CY7mFp15o,part_075,2026-09-19 05:53:01,61
Bhujbal Farm Fruits and Vegetables,Fruit and Vegetable Wholesaler,Fruits & Vegetable Wholesaler,Fruits & Vegetable Wholesaler,444304,+91 77119 81111,N/A,4.9,,"Ale, Maharashtra 412411",444304,19.1676341,74.1085892,ChIJx7t5qMgj3TsR3cW5hCtpePk,https://www.google.com/maps/place/?q=place_id:ChIJx7t5qMgj3TsR3cW5hCtpePk,part_075,2026-09-19 05:53:01,62
