business_name,search_category,primary_category,all_categories,pincode,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Tirathdas Grocery Shop,Kirana Store,Supermarket,Supermarket,442107,+91 94033 66666,N/A,4.2,,"2, Tapovan Mandir Rd, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411017","Shastri Nagar, Pimpri Colony",18.616933,73.80058269999999,ChIJfzbWVP-4wjsRh28AnOVP_EM,https://www.google.com/maps/place/?q=place_id:ChIJfzbWVP-4wjsRh28AnOVP_EM,part_074,2026-09-19 05:52:59,14
Jasnath Kirana & General Store,Kirana Store,General store,General store,442107,+91 73406 29994,N/A,3.9,,"near UCO Bank, Banar, Rajasthan 342027",442107,26.339605,73.14948,ChIJEdxPVHDyQTkRoayRoCItad0,https://www.google.com/maps/place/?q=place_id:ChIJEdxPVHDyQTkRoayRoCItad0,part_074,2026-09-19 05:52:59,15
Durga Corner Super Shoppe,Kirana Store,Grocery store,Grocery store,442107,N/A,N/A,4.0,,"JQJR+82G, Wolf Colony, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033","Wolf Colony, Chinchwad",18.630810399999998,73.790076,ChIJt-wKltS5wjsRZCRdNQKD530,https://www.google.com/maps/place/?q=place_id:ChIJt-wKltS5wjsRZCRdNQKD530,part_074,2026-09-19 05:52:59,16
G-ONE SUPERMART,Kirana Store,Grocery store,Grocery store,442107,N/A,N/A,4.3,,"besides SBI ATM and Akash hospital, Sagartaal chauraha, Bahodapur Rd, Anand Nagar, Gwalior, Madhya Pradesh 474012","Bahodapur, Anand Nagar",26.2411107,78.1560064,ChIJT7rU_CTHdjkRDY7q5mAdCdI,https://www.google.com/maps/place/?q=place_id:ChIJT7rU_CTHdjkRDY7q5mAdCdI,part_074,2026-09-19 05:52:59,17
Ambika Super Market,Kirana Store,Grocery store,Grocery store,442107,+91 97679 72815,https://ambika-super-market.grexa.site/,4.3,,"Shridharnagar, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033","Shridharnagar, Chinchwad",18.630581499999998,73.7886718,ChIJAW1EgrG5wjsRKwDQ3ysikgA,https://www.google.com/maps/place/?q=place_id:ChIJAW1EgrG5wjsRKwDQ3ysikgA,part_074,2026-09-19 05:52:59,18
Sai Nath Kirana & General Store,Kirana Store,General store,General store,442107,+91 90397 81259,N/A,4.3,,"B Block, Bhohdapur, Chouraha, Anand Nagar, Gwalior, Madhya Pradesh 474012","Chouraha, Anand Nagar",26.235119899999997,78.15386269999999,ChIJu97Lyl_GdjkR9mCrlIKyjQs,https://www.google.com/maps/place/?q=place_id:ChIJu97Lyl_GdjkR9mCrlIKyjQs,part_074,2026-09-19 05:52:59,19
T Mart,Kirana Store,Supermarket,Supermarket,442107,+91 98900 55570,N/A,4.1,,"shagun chowk, Pimpri Area, Shastri Nagar, Pimpri Colony, Pimpri-Chinchwad, Pune, Maharashtra 411017","Pimpri Area, Shastri Nagar, Pimpri Colony",18.6229452,73.8012382,ChIJG1QnU1G4wjsR5tusMGE-6LI,https://www.google.com/maps/place/?q=place_id:ChIJG1QnU1G4wjsR5tusMGE-6LI,part_074,2026-09-19 05:52:59,20
Delight Green india store,Kirana Store,Grocery store,Grocery store,442107,N/A,https://www.instagram.com/delightgreen?igsh=aTA3emRhcWswbHo%3D&utm_source=qr,5.0,,"9RV5+H43, Sahaspur, Uttarakhand 248197",442107,30.393877999999997,77.8077941,ChIJ-e6UEwApDzkRFTHXdifJqgA,https://www.google.com/maps/place/?q=place_id:ChIJ-e6UEwApDzkRFTHXdifJqgA,part_074,2026-09-19 05:52:59,21
Puranchand & Sons,Kirana Store,Grocery store,"Grocery store, Dry Fruit Store",442107,+91 20 2427 3388,N/A,4.3,616.0,"Shop No 98, next to Gate 10, Market Yard, Gultekadi, Pune, Maharashtra 411037","Market Yard, Gultekadi",18.4867538,73.870526,ChIJq5tbCSHAwjsRQ3FuNxDjmEU,https://www.google.com/maps/place/?q=place_id:ChIJq5tbCSHAwjsRQ3FuNxDjmEU,part_074,2026-09-19 05:52:59,22
Kanhaiya Dairy,Dairy and Milk Parlour,Dairy store,"Dairy store, General store",442107,+91 80845 58084,N/A,4.2,,"Naya Tola, link Road, near Bhagwat Banquet, Bhagwat Nagar, Kumhrar, Patna, Bihar 800026","Bhagwat Nagar, Kumhrar",25.593978,85.1789979,ChIJo3EIYKVY7TkRg_pNKxFzYqU,https://www.google.com/maps/place/?q=place_id:ChIJo3EIYKVY7TkRg_pNKxFzYqU,part_074,2026-09-19 05:52:57,23
Sudha Milk Parlour,Dairy and Milk Parlour,Dairy store,Dairy store,442107,N/A,N/A,4.0,,"Patliputra Colony, Patna, Bihar 800013",Patliputra Colony,25.6283109,85.11049659999999,ChIJHRjNSytY7TkRt7gFojVsAWQ,https://www.google.com/maps/place/?q=place_id:ChIJHRjNSytY7TkRt7gFojVsAWQ,part_074,2026-09-19 05:52:57,24
Sudha Milk Parlour,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 96080 26583,http://www.sudha.coop/,4.1,,"Vaishali Golambar, Arya Kumar Rd, Patna, Bihar 800016",Rajendra Nagar,25.6071997,85.1590997,ChIJF_fZQe1Y7TkRNp4lzUdlx0E,https://www.google.com/maps/place/?q=place_id:ChIJF_fZQe1Y7TkRNp4lzUdlx0E,part_074,2026-09-19 05:52:57,25
Pankaj Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 93340 68337,http://pankajdairy.com/,4.8,,"Janak Plaza, West Boring Canal Rd, near Udayan Hospital, North Anandpuri, Anandpuri, Patna, Bihar 800001","North Anandpuri, Anandpuri",25.620909599999997,85.1229312,ChIJx02k_t9Z7TkRlAuj8I4JUt4,https://www.google.com/maps/place/?q=place_id:ChIJx02k_t9Z7TkRlAuj8I4JUt4,part_074,2026-09-19 05:52:57,26
Sudha Milk Parlour,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 95767 83870,N/A,4.2,,"Nala Road More, Rajendra Path, Janak Kishore Rd, Salimpur Ahra, Kadamkuan, Patna, Bihar 800003","Salimpur Ahra, Kadamkuan",25.611935,85.1508253,ChIJVXC_K_RY7TkREdLwhHfOKYM,https://www.google.com/maps/place/?q=place_id:ChIJVXC_K_RY7TkREdLwhHfOKYM,part_074,2026-09-19 05:52:57,27
Sudha Milk Parlour,Dairy and Milk Parlour,Dairy store,"Dairy store, General store",442107,+91 74886 89911,http://www.sudha.coop/,3.5,,"Bhagwanpur Chowk, Hajipur Rd, near Hdfc Bank, Bans Ghat, Muradpur, Patna, Bihar 800001","Bans Ghat, Muradpur",25.621310299999998,85.13668729999999,ChIJHXIFNk5Y7TkRZOxNbtUIhVw,https://www.google.com/maps/place/?q=place_id:ChIJHXIFNk5Y7TkRZOxNbtUIhVw,part_074,2026-09-19 05:52:57,28
Sudha Parlour,Dairy and Milk Parlour,Milk delivery service,Milk delivery service,442107,N/A,N/A,3.7,,"B49, Boring Rd, Sri Krishna Puri, Patna, Bihar 800001",Sri Krishna Puri,25.6147134,85.114368,ChIJrfZkwBVZ7TkRw_lccGtJGJc,https://www.google.com/maps/place/?q=place_id:ChIJrfZkwBVZ7TkRw_lccGtJGJc,part_074,2026-09-19 05:52:57,29
SUDHA MILK PARLOUR,Dairy and Milk Parlour,Dairy store,Dairy store,442107,N/A,http://www.sudha.coop/,3.8,,"Sudha Milk Parlour, Bhootnath Rd, BH Colony, Kankarbagh, Chitragupta Nagar, Patna, Bihar 800026","BH Colony, Kankarbagh, Chitragupta Nagar",25.5918502,85.17352149999999,ChIJvbyChqNY7TkR-gjxaA2GVY0,https://www.google.com/maps/place/?q=place_id:ChIJvbyChqNY7TkR-gjxaA2GVY0,part_074,2026-09-19 05:52:57,30
Sudha Milk Shop,Dairy and Milk Parlour,Dairy store,"Dairy store, Grocery store",442107,+91 94314 94291,http://www.sudha.coop/,4.1,,"Bypass Rd, Ali Nagar Colony, Anisabad, Patna, Bihar 800002","Ali Nagar Colony, Anisabad",25.585349299999997,85.0955905,ChIJSSX9OeNX7TkR7kODJU73fe0,https://www.google.com/maps/place/?q=place_id:ChIJSSX9OeNX7TkR7kODJU73fe0,part_074,2026-09-19 05:52:57,31
Kamdhenu Dairy A2 Milk Gir cow,Dairy and Milk Parlour,Dairy,Dairy,442107,+91 70040 79610,N/A,5.0,,"Near Jio Tower, Safi Alam Road Gola Road, Street Number 11, Ramjaipal Nagar, Patna, Bihar 801503",Ramjaipal Nagar,25.6146735,85.06096989999999,ChIJ3WeRiexX7TkRiJRx_oFOR80,https://www.google.com/maps/place/?q=place_id:ChIJ3WeRiexX7TkRiJRx_oFOR80,part_074,2026-09-19 05:52:57,32
Vijay Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 90977 74980,N/A,4.0,,"Patna - Gaya - Dobhi Rd, Nadwan, Bihar 804453",442107,25.396873,85.06662,ChIJJW5BYtOv8jkR3ItCNbu6L0E,https://www.google.com/maps/place/?q=place_id:ChIJJW5BYtOv8jkR3ItCNbu6L0E,part_074,2026-09-19 05:52:57,33
Nandi Dairy Farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 97986 99696,https://nandidairyfarm.com/,4.7,,"F/148, Boring Rd, Sri Krishna Puri, Patna, Bihar 800001",Sri Krishna Puri,25.6162943,85.1131345,ChIJ6Zg1fZZZ7TkR036-79uil68,https://www.google.com/maps/place/?q=place_id:ChIJ6Zg1fZZZ7TkR036-79uil68,part_074,2026-09-19 05:52:57,34
Patna Dairy Project,Dairy and Milk Parlour,Dairy store,"Dairy store, Milk delivery service",442107,N/A,http://www.sudha.coop/,4.1,,"H3MV+H86, Khagaul Rd, Anisabad, Patna, Bihar 800002",Anisabad,25.5839185,85.09325179999999,ChIJCTZjq-NX7TkRUDYzPoOTmoE,https://www.google.com/maps/place/?q=place_id:ChIJCTZjq-NX7TkRUDYzPoOTmoE,part_074,2026-09-19 05:52:57,35
Native Nature | Gir Cow A2 Milk in Patna,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 97711 61177,https://thenativenature.com/,4.9,,"Fatehpur, Patna, Bihar 800007",442107,25.5190886,85.1985193,ChIJS1VcwM-h8jkRcJWV46OJZXo,https://www.google.com/maps/place/?q=place_id:ChIJS1VcwM-h8jkRcJWV46OJZXo,part_074,2026-09-19 05:52:57,36
Sudha Dairy Store,Dairy and Milk Parlour,Dairy store,"Dairy store, Ice cream shop",442107,+91 97080 60786,http://www.sudha.coop/,3.9,,"Patna Jct, near Mahavir mandir nehru, Golambar, Patna, Bihar 800001",Golambar,25.6039718,85.13658869999999,ChIJL494c2hY7TkRxNSLRsN7gX4,https://www.google.com/maps/place/?q=place_id:ChIJL494c2hY7TkRxNSLRsN7gX4,part_074,2026-09-19 05:52:57,37
Captain farm,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 82929 93215,N/A,4.9,,"H5P7+FVP, Vijay Nagar Rd, near manash Mandir, Kankarbagh, Hanuman Nagar, Patna, Bihar 800026","Kankarbagh, Hanuman Nagar",25.5862151,85.1646875,ChIJ4zIUaRRZ7TkRGXl-oKbDuFw,https://www.google.com/maps/place/?q=place_id:ChIJ4zIUaRRZ7TkRGXl-oKbDuFw,part_074,2026-09-19 05:52:57,38
Anandsagar Natural Dairy Farm Private Limited,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 90525 64953,N/A,4.2,,"Mahadev Sthan, SH 1, Bigha Par, Bir, Bihar 804451",Bigha Par,25.4107187,85.16255629999999,ChIJLxj-Ur6l8jkRemcjmbjVkkU,https://www.google.com/maps/place/?q=place_id:ChIJLxj-Ur6l8jkRemcjmbjVkkU,part_074,2026-09-19 05:52:57,39
Kanti Dairy,Dairy and Milk Parlour,Dairy farm,"Dairy farm, Dairy",442107,+91 95345 50226,N/A,5.0,,"SADBHAVNA NAGAR, 02, Main Rd, Trikut Nagar, Khemnichak, Nayachak, Patna, Bihar 800030","Trikut Nagar, Khemnichak, Nayachak",25.5734222,85.1643764,ChIJge5DHF2n8jkRZ2nzkMxMOpk,https://www.google.com/maps/place/?q=place_id:ChIJge5DHF2n8jkRZ2nzkMxMOpk,part_074,2026-09-19 05:52:57,40
Sudha Dairy Store,Dairy and Milk Parlour,Dairy store,Dairy store,442107,N/A,N/A,3.9,,"J448+53C, Rajbansi Nagar, Patna, Bihar 800001",Rajbansi Nagar,25.6054295,85.1151385,ChIJywaTmyJY7TkRq_yMmh02b70,https://www.google.com/maps/place/?q=place_id:ChIJywaTmyJY7TkRq_yMmh02b70,part_074,2026-09-19 05:52:57,41
Sudha (Patna Dairy Project),Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 612 225 2542,http://www.patnadairy.org/,3.9,,"Ashok Rajpath Rd, near Pirbhor Thana, Patna University Campus, Patna, Bihar 800004",Patna University Campus,25.619698999999997,85.1551743,ChIJdci7Z_pY7TkRt2NTj-awTBg,https://www.google.com/maps/place/?q=place_id:ChIJdci7Z_pY7TkRt2NTj-awTBg,part_074,2026-09-19 05:52:57,42
Gohito Dairy Farm Pvt Ltd,Dairy and Milk Parlour,Milk delivery service,Milk delivery service,442107,+91 94308 50806,N/A,4.7,,"1, Ganesh Path, Shivpuri, Rajbansi Nagar, Patna, Bihar 800023","Shivpuri, Rajbansi Nagar",25.6192821,85.1072746,ChIJIx-BL7xZ7TkRyAYC5r62wzw,https://www.google.com/maps/place/?q=place_id:ChIJIx-BL7xZ7TkRyAYC5r62wzw,part_074,2026-09-19 05:52:57,43
Feeder Balancing Dairy Project(Sudha Dairy),Dairy and Milk Parlour,Dairy Products Supplier,"Dairy Products Supplier, Business center, Dairy store",442107,+91 612 225 2542,http://www.patnadairy.org/,4.3,,"I, B Sector, Haroon Nagar, Haroon Colony Sector -II, Phulwari Sharif, Patna, Bihar 800002","B Sector, Haroon Nagar, Haroon Colony Sector -II, Phulwari Sharif",25.582329899999998,85.0808582,ChIJT6gXLN9X7TkRfK7sLWqhk2A,https://www.google.com/maps/place/?q=place_id:ChIJT6gXLN9X7TkRfK7sLWqhk2A,part_074,2026-09-19 05:52:57,44
"Froz 'n' Shakes- Amul Ice cream parlour in patna, Best Shakes and lassi",Dairy and Milk Parlour,Ice cream shop,Ice cream shop,442107,+91 97188 02924,N/A,4.9,,"Kangkar Bagh Road, near chandan Hero, PC Colony, RBI Flats Colony, Lohia Nagar, Patna, Bihar 800020","PC Colony, RBI Flats Colony, Lohia Nagar",25.6031308,85.14969289999999,ChIJUbQc1PtZ7TkRNXMqXVSNt-4,https://www.google.com/maps/place/?q=place_id:ChIJUbQc1PtZ7TkRNXMqXVSNt-4,part_074,2026-09-19 05:52:57,45
GRAMBHUMI DAIRY FARM,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 91022 22210,http://www.grambhumi.in/,4.0,,"C7PQ+QM7, plot No. 696,698,700 , 30A NH Bypass, Daniawan Bypass Rd, Daniawan, Bihar 801304",442107,25.4373626,85.28941379999999,ChIJJ3Ru2HiZ8jkRsFhjb0D0lhU,https://www.google.com/maps/place/?q=place_id:ChIJJ3Ru2HiZ8jkRsFhjb0D0lhU,part_074,2026-09-19 05:52:57,46
Kanchan Ghee Bhandar,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 93043 36623,N/A,4.0,,"J2PW+WVF, Main Road, Bibiganj, Danapur Bazar, Danapur Cantonment, Danapur, Patna, Bihar 801503","Bibiganj, Danapur Bazar, Danapur Cantonment",25.6373049,85.0471759,ChIJ3YZIZPJW7TkRDS1eR1E8LXk,https://www.google.com/maps/place/?q=place_id:ChIJ3YZIZPJW7TkRDS1eR1E8LXk,part_074,2026-09-19 05:52:57,47
Gauprabha,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,N/A,N/A,5.0,,"Gandhi Halt, Makhdumpur, Bihta, Bihar 801111",442107,25.5628821,84.9548336,ChIJq5Hctdyr8jkR-HfXdfs4JtY,https://www.google.com/maps/place/?q=place_id:ChIJq5Hctdyr8jkR-HfXdfs4JtY,part_074,2026-09-19 05:52:57,48
Sudha Whole Day Booth,Dairy and Milk Parlour,Dairy Products Supplier,Dairy Products Supplier,442107,+91 94704 65574,http://www.sudha.coop/,4.3,,"Ajay kumar Sinha, code no- 160/508/4 Income Tax golamber, Kotwali,, Bihar 800001",Veerchand Patel Road Area,25.6107108,85.1299161,ChIJK1HQJ0FY7TkRUTi-NHq_27Y,https://www.google.com/maps/place/?q=place_id:ChIJK1HQJ0FY7TkRUTi-NHq_27Y,part_074,2026-09-19 05:52:57,49
Tirhut Dugdh Utpadak Sahakari Sangh,Dairy and Milk Parlour,Dairy farm,Dairy farm,442107,+91 70709 92952,http://sudhatimul.in/,4.2,,"Sadatpur, Bihar 843108",442107,26.1573381,85.3417647,ChIJ1ftlWeIZ7TkRvv63dljlMHw,https://www.google.com/maps/place/?q=place_id:ChIJ1ftlWeIZ7TkRvv63dljlMHw,part_074,2026-09-19 05:52:58,50
Doodhhai,Dairy and Milk Parlour,Dairy store,"Dairy store, Dairy, Dairy farm, Milk delivery service, Dairy Products Supplier, Farm, Farm shop, Organic farm, Organic food store, Organic shop",442107,+91 87970 73007,https://doodhhai.com/,4.6,,"Ground floor, D/2, Vijay Nagar Rd, near Manash Mandir, Kankarbagh, Hanuman Nagar, Patna, Bihar 800026","Kankarbagh, Hanuman Nagar",25.5868489,85.1649821,ChIJdflqf3ZZ7TkRBIPDqci3QGE,https://www.google.com/maps/place/?q=place_id:ChIJdflqf3ZZ7TkRBIPDqci3QGE,part_074,2026-09-19 05:52:58,51
Purvi gorkhari sudha dairy,Dairy and Milk Parlour,Dairy,Dairy,442107,+91 62043 95164,N/A,5.0,,"FV6H+Q54, gorkhari arak road, near guru gorakh nath mandir, Bihar, Gorkhari, Bihar 801104",442107,25.4618964,84.8779457,ChIJH_OqAwBTjTkR5UzJeZ1p1dQ,https://www.google.com/maps/place/?q=place_id:ChIJH_OqAwBTjTkR5UzJeZ1p1dQ,part_074,2026-09-19 05:52:58,52
Om Geetha Dairy,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 83415 90399,N/A,4.4,,"RangaReddy, Sri Sai Nagar, Canara Nagar, Boduppal, Hyderabad, Telangana 500092","RangaReddy, Sri Sai Nagar, Canara Nagar, Boduppal",17.4069762,78.5910032,ChIJ6ZO4O-qeyzsRmcfHvuPIlVg,https://www.google.com/maps/place/?q=place_id:ChIJ6ZO4O-qeyzsRmcfHvuPIlVg,part_074,2026-09-19 05:52:59,53
Nandini Milk Dairy Booth,Dairy and Milk Parlour,Dairy store,Dairy store,442107,N/A,N/A,3.6,,"XJJ7+XX6, Rukmani Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042","Rukmani Colony, Sivanchetti Gardens",12.9824006,77.6148829,ChIJ1fqt3o4WrjsRUkPQAUIIfuc,https://www.google.com/maps/place/?q=place_id:ChIJ1fqt3o4WrjsRUkPQAUIIfuc,part_074,2026-09-19 05:52:59,54
Nandini Dairy products,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 1800 425 8030,https://www.kmfnandini.coop/en,4.2,,"WHCJ+M7Q, 5th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041","5th Block, Jayanagar",12.921721499999999,77.5807359,ChIJefnsIZ4VrjsRYKfWgIuWrIU,https://www.google.com/maps/place/?q=place_id:ChIJefnsIZ4VrjsRYKfWgIuWrIU,part_074,2026-09-19 05:52:59,55
Nandini Milk Parlour,Dairy and Milk Parlour,Dairy store,Dairy store,442107,+91 80666 60000,https://www.kmfnandini.coop/,4.3,,"Nandini Milk Booth, Subramanyapura Police Station, 67, Dr Rajkumar Rd, E block, Subramanyanagar,2 State, Rajajinagar, Bengaluru, Karnataka 560010","E block, Subramanyanagar,2 State, Rajajinagar",13.0033462,77.55370119999999,ChIJKY84XoQ9rjsRqPvqfOOrQW4,https://www.google.com/maps/place/?q=place_id:ChIJKY84XoQ9rjsRqPvqfOOrQW4,part_074,2026-09-19 05:52:59,56
Nandini Milk Shoppe,Dairy and Milk Parlour,Dairy store,"Dairy store, Dairy farm",442107,+91 99644 21206,http://www.kmfnandini.coop/,4.3,,"601, 9th A Main, 2nd Block, Jayanagar, Bengaluru, Karnataka 560011","2nd Block, Jayanagar",12.940272799999999,77.5841725,ChIJ8wr_kZUVrjsRDor87Jmo1wI,https://www.google.com/maps/place/?q=place_id:ChIJ8wr_kZUVrjsRDor87Jmo1wI,part_074,2026-09-19 05:52:59,57
Monica's Fresh Paneer,Dairy and Milk Parlour,Dairy,Dairy,442107,+91 98803 77744,N/A,5.0,,"A1, Apartment, BLOCK-1, 101, Kodigehalli - Thindlu Main Rd, Dhanalakshmi Layout, Kodigehalli, Bengaluru, Karnataka 560097","Dhanalakshmi Layout, Kodigehalli",13.0647133,77.5719666,ChIJrzV4XsIZrjsRR3-dEdT2e_Q,https://www.google.com/maps/place/?q=place_id:ChIJrzV4XsIZrjsRR3-dEdT2e_Q,part_074,2026-09-19 05:52:59,58
Aavin Parlour,Dairy and Milk Parlour,Dairy store,"Dairy store, Sweet shop",442107,+91 86108 87245,http://www.aavinmilk.com/,4.1,,"3/16, E Main Rd, Bharathi Colony, Welcome Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101","Bharathi Colony, Welcome Colony, Anna Nagar West Extension",13.0882559,80.19705739999999,ChIJu0HRHgVkUjoR3PMSP13U3fg,https://www.google.com/maps/place/?q=place_id:ChIJu0HRHgVkUjoR3PMSP13U3fg,part_074,2026-09-19 05:52:59,59
